feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,feat71,feat72,feat73,feat74,feat75,feat76,feat77,feat78,feat79,feat80,feat81,feat82,feat83,feat84,feat85,feat86,feat87,feat88,feat89,cluster
0.001208365,0.0012076385,0.0012076534,0.9987914,0.0012085289,0.001207523,0.99879235,0.0012079328,0.9987925,0.0012081936,0.0012082234,0.9987915,0.9987914,0.99879247,0.0012080148,0.0012076199,0.0012075156,0.0012083501,0.001207158,0.99879265,0.99879265,0.9987933,0.001207687,0.0012076423,0.0012075901,0.9987929,0.99879396,0.9987923,0.0012074336,0.0012080148,0.0012077466,0.99879235,0.0012075678,0.99879146,0.9987917,0.9987926,0.99879223,0.99879247,0.0012083687,0.0012084246,0.0012075827,0.0012076795,0.99879205,0.9987925,0.0012077987,0.0012079179,0.0012076572,0.9987925,0.0012086183,0.0012080297,0.99879277,0.9987917,0.9987923,0.0012081712,0.99879193,0.0012084097,0.0012070686,0.0012076348,0.99879247,0.0012085289,0.99879223,0.99879164,0.9987924,0.0012082681,0.0012087524,0.9987918,0.9987916,0.0012077168,0.998792,0.0012073144,0.0012075156,0.0012064651,0.99879205,0.0012084097,0.998792,0.9987924,0.9987933,0.9987924,0.0012087002,0.99879295,0.0012073517,0.0012081042,0.0012077093,0.9987923,0.0012075454,0.001207415,0.001207538,0.0012080967,0.0012078285,0.9987924,5
0.008632235,0.008645127,0.008641049,0.99137306,0.008599654,0.008644484,0.99135536,0.008631781,0.99134403,0.008628927,0.008632533,0.99138576,0.9913723,0.99135447,0.00863637,0.008645311,0.0086455345,0.008622557,0.008650422,0.99135,0.99135107,0.99133486,0.00864087,0.008641671,0.0086462945,0.9913484,0.9913213,0.99135184,0.008644491,0.008638859,0.008641884,0.9913553,0.008642606,0.991382,0.99137795,0.9913541,0.99135906,0.99135673,0.0086181015,0.008620292,0.008646078,0.008640304,0.9913644,0.9913518,0.008640602,0.008641683,0.008640796,0.9913503,0.008622766,0.008636668,0.99134827,0.9913798,0.9913566,0.00863228,0.991363,0.008626461,0.0086513385,0.008644827,0.9913524,0.008626752,0.99136126,0.99137026,0.99135554,0.008625008,0.008619208,0.991361,0.9913714,0.008640986,0.99135935,0.00865075,0.008644521,0.00867568,0.9913639,0.008618958,0.9913605,0.9913523,0.9913331,0.9913473,0.008610569,0.99134016,0.008649766,0.008636221,0.008644082,0.99134517,0.008645892,0.008651074,0.008643873,0.008633599,0.008642107,0.9913539,6
0.086044244,0.08601807,0.08602588,0.913937,0.08612571,0.08602306,0.9139708,0.08604923,0.9140392,0.086052015,0.08603965,0.9138938,0.91395724,0.91397524,0.08604464,0.086012535,0.08603476,0.086071886,0.08602386,0.91398954,0.91397923,0.9140112,0.08603317,0.086042576,0.08599911,0.9139882,0.91403127,0.91401047,0.08601048,0.086037464,0.08603368,0.91397226,0.086040854,0.91390747,0.91391945,0.9139673,0.91397357,0.9139822,0.086104155,0.0860771,0.08602079,0.08604579,0.9139553,0.9139806,0.08601762,0.086017966,0.08603117,0.9139803,0.08609501,0.08603672,0.91398245,0.91391176,0.9139889,0.08604813,0.91395503,0.08605838,0.08599913,0.0860223,0.9139735,0.086048275,0.91396695,0.9139507,0.91397035,0.086091205,0.086065196,0.9139805,0.9139454,0.086039335,0.91396517,0.08601157,0.086034134,0.08595123,0.9139599,0.08607959,0.91398835,0.9139803,0.9140477,0.91400564,0.08610692,0.9140087,0.086020015,0.08604932,0.08601883,0.91402745,0.086024284,0.08601005,0.08601144,0.08603631,0.08600834,0.91398114,3
0.0005518496,0.00055238977,0.0005523339,0.9994486,0.0005503744,0.00055269897,0.9994473,0.0005519241,0.9994468,0.0005517751,0.0005524233,0.9994491,0.99944746,0.9994476,0.000551641,0.00055259466,0.00055269897,0.0005514845,0.00055250525,0.9994474,0.99944806,0.999447,0.0005519688,0.0005519837,0.00055269897,0.99944746,0.99944615,0.99944705,0.000552766,0.00055249035,0.0005526021,0.9994476,0.00055157393,0.999449,0.9994486,0.99944746,0.9994475,0.99944764,0.00055128336,0.0005519837,0.0005525723,0.0005517304,0.99944794,0.9994473,0.0005527437,0.00055235624,0.0005521476,0.9994472,0.00055265427,0.0005517602,0.99944705,0.99944854,0.9994474,0.000552468,0.999448,0.00055164844,0.0005525425,0.0005523488,0.9994472,0.00055170804,0.9994477,0.99944806,0.9994477,0.0005524978,0.0005527288,0.9994478,0.9994482,0.0005523339,0.99944776,0.0005527213,0.0005522743,0.0005526729,0.9994475,0.00055122375,0.9994475,0.99944735,0.99944687,0.9994469,0.0005510077,0.9994469,0.00055256486,0.0005523488,0.0005525872,0.999447,0.0005525239,0.0005524773,0.0005533546,0.0005517751,0.00055269897,0.9994475,5
0.05048286,0.05050412,0.050489847,0.9495193,0.050419122,0.050498992,0.94949657,0.050476592,0.94949174,0.050475217,0.050478768,0.94953674,0.94952667,0.9494957,0.050501287,0.050499164,0.05050836,0.05046741,0.050514884,0.9494899,0.9494843,0.94946337,0.0505004,0.050503507,0.050497223,0.94948655,0.949449,0.94950294,0.05049275,0.05049398,0.050497077,0.94949526,0.05050503,0.9495357,0.94952947,0.949492,0.9495027,0.9495038,0.05047136,0.050464533,0.050504074,0.050504044,0.9495083,0.9494913,0.05049081,0.05049776,0.050495423,0.94948596,0.050477855,0.050489888,0.94948775,0.94953406,0.9495082,0.050481275,0.94950014,0.050474465,0.050509013,0.050504647,0.9494928,0.050470002,0.9495101,0.94952154,0.9494959,0.050473973,0.05045656,0.9495121,0.94952273,0.05049653,0.9495003,0.05051166,0.050507195,0.050555076,0.94951195,0.05046247,0.9495142,0.9494918,0.94947016,0.94948477,0.050452095,0.94947493,0.05051265,0.05049343,0.050500013,0.949484,0.05050422,0.050515138,0.05049155,0.050482497,0.050488543,0.94949555,8
0.023012731,0.023032963,0.023035139,0.9770089,0.022986822,0.023049027,0.9769589,0.023021832,0.9769431,0.023011506,0.023029622,0.97701716,0.9769754,0.9769673,0.02300568,0.023041472,0.02304326,0.023000963,0.023042984,0.97695625,0.9769774,0.9769398,0.02302209,0.023021214,0.023050599,0.97695494,0.9769089,0.97694755,0.023054171,0.02303166,0.023038436,0.97696835,0.02301097,0.97701824,0.97700226,0.9769611,0.97696364,0.97695744,0.022993064,0.023021773,0.023039877,0.02301035,0.9769818,0.9769545,0.023046136,0.023028672,0.023029149,0.9769544,0.023031183,0.023010083,0.97694725,0.97699624,0.9769546,0.023031093,0.97698474,0.023006536,0.023050584,0.023030482,0.9769546,0.023008365,0.9769685,0.9769859,0.9769693,0.023029737,0.02303882,0.9769764,0.9769921,0.023032391,0.9769795,0.023046609,0.023029294,0.023042481,0.97696656,0.02299853,0.9769628,0.9769587,0.97693366,0.97694874,0.022988033,0.976942,0.023041233,0.023023292,0.023038067,0.97695166,0.02303895,0.023036476,0.023072433,0.023012295,0.023044437,0.97696275,7
0.19157305,0.19155218,0.1915627,0.80842674,0.19164877,0.19153786,0.8084804,0.19157511,0.8084532,0.19157645,0.19152907,0.808417,0.8084995,0.80844927,0.19158241,0.19155349,0.1915188,0.19156773,0.19154344,0.8084507,0.80841196,0.80845016,0.19157584,0.1915606,0.19156456,0.8084459,0.8084896,0.8084465,0.1915436,0.19152924,0.19152749,0.8084465,0.19159836,0.8084103,0.8084368,0.80846465,0.808458,0.8084301,0.191553,0.19153357,0.19154365,0.19157192,0.8084452,0.80847204,0.19155174,0.19155532,0.19156213,0.80847317,0.19146934,0.19158214,0.80847865,0.80844086,0.80844676,0.19151613,0.80843997,0.19157283,0.19156817,0.19154823,0.8084715,0.1915774,0.8084537,0.80844223,0.8084529,0.19149035,0.1914945,0.80843407,0.80843586,0.1915459,0.80845493,0.19154175,0.19154683,0.19158672,0.80847484,0.19159469,0.8084374,0.8084629,0.8084278,0.8084773,0.19157475,0.80845785,0.19154379,0.1915212,0.191542,0.80844325,0.19154565,0.19156174,0.19150606,0.19158089,0.19155407,0.80845696,-1
0.0029794574,0.0029755663,0.002975084,0.99701744,0.00297755,0.002974987,0.9970221,0.0029774085,0.99702847,0.0029788017,0.002980873,0.9970171,0.99701494,0.9970245,0.0029777363,0.0029749274,0.0029771924,0.002981916,0.0029739887,0.99702597,0.9970277,0.997031,0.0029750988,0.0029768422,0.0029724464,0.9970277,0.997034,0.99702656,0.0029734522,0.0029794052,0.0029780194,0.99702406,0.0029745102,0.9970164,0.99701697,0.9970236,0.9970228,0.9970271,0.0029844567,0.002982825,0.002975583,0.0029769242,0.99702144,0.9970236,0.0029761195,0.0029766783,0.0029758513,0.9970242,0.0029880255,0.0029778704,0.99702513,0.99701726,0.997025,0.0029815212,0.99702114,0.0029804409,0.0029706582,0.0029765517,0.99702406,0.002980806,0.99702287,0.9970193,0.9970235,0.002984874,0.002985403,0.9970223,0.9970186,0.0029774234,0.9970208,0.0029741824,0.0029763728,0.0029659197,0.9970202,0.0029801056,0.9970242,0.99702406,0.99703455,0.9970242,0.0029842108,0.9970285,0.0029746145,0.0029816255,0.0029765218,0.99702644,0.002975408,0.0029738601,0.002975449,0.0029778779,0.0029749945,0.997024,5
0.10111235,0.10102937,0.10105546,0.89885265,0.101305604,0.101037316,0.89895993,0.101108745,0.8990593,0.10112608,0.10109476,0.8987797,0.89888746,0.898966,0.101089664,0.10102905,0.101041004,0.10116155,0.10101126,0.89899445,0.89897674,0.8990702,0.10106069,0.10106595,0.10101499,0.8990007,0.8991452,0.89900064,0.101022616,0.101074636,0.10105499,0.89895856,0.101067774,0.89880043,0.8988288,0.8989648,0.8989467,0.8989595,0.10120225,0.1011713,0.10103156,0.101075575,0.898911,0.89898175,0.101048976,0.10104685,0.1010592,0.89898616,0.10117279,0.10108573,0.8990008,0.89881516,0.8989659,0.101100914,0.8989147,0.10113934,0.10098802,0.101035476,0.898972,0.10113341,0.8989308,0.8988812,0.8989572,0.10116308,0.101160675,0.8989368,0.8988711,0.101065695,0.8989376,0.10100343,0.101044804,0.10086107,0.89891964,0.10118848,0.89894736,0.89897794,0.8991081,0.8990196,0.10123731,0.8990481,0.10101448,0.10108875,0.101034634,0.8990333,0.10103427,0.10100496,0.10102202,0.101095475,0.10103565,0.8989697,-1
0.009282686,0.0092813,0.009281449,0.9907148,0.009288944,0.009279795,0.9907195,0.009283204,0.99072325,0.009283625,0.009280235,0.9907118,0.9907207,0.9907179,0.009284839,0.009279758,0.00928098,0.009284921,0.009282082,0.99071956,0.99071604,0.99071956,0.0092831105,0.009283911,0.009278692,0.99071854,0.9907211,0.9907224,0.009279415,0.009280801,0.00928067,0.9907179,0.009285688,0.99071234,0.9907147,0.99071825,0.9907198,0.9907194,0.009286884,0.009281859,0.009280667,0.009285122,0.99071723,0.9907198,0.009278372,0.0092806,0.009282321,0.99071974,0.009281285,0.009283692,0.99071956,0.9907146,0.9907209,0.009280719,0.99071676,0.009284005,0.009280503,0.009281509,0.99071896,0.009282351,0.9907188,0.9907173,0.9907178,0.009283096,0.009277958,0.99071896,0.99071693,0.009282056,0.99071753,0.0092801675,0.009282768,0.009281691,0.99071944,0.0092849955,0.9907212,0.99071926,0.9907223,0.9907221,0.009287126,0.9907208,0.009281427,0.0092821345,0.009280257,0.9907241,0.009281188,0.009281173,0.009276174,0.009282902,0.009278819,0.9907195,6
