feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,feat71,feat72,feat73,feat74,feat75,feat76,feat77,feat78,feat79,feat80,feat81,feat82,feat83,feat84,feat85,feat86,feat87,feat88,feat89,cluster
0.29851693,0.70484793,0.30593354,0.69171774,0.7070838,0.688985,0.31069744,0.69416314,0.2833678,0.29508373,0.70693773,0.7062787,0.6806876,0.66852117,0.29370928,0.3001917,0.2959041,0.30234194,0.68837297,0.6992914,0.7004918,0.7520276,0.30566838,0.17540213,0.2878728,0.8094093,0.2968549,0.6966795,0.7549448,0.29705787,0.68396354,0.6813081,0.70852536,0.72701526,0.69250554,0.2862524,0.31232297,0.31486708,0.27922884,0.6723121,0.2822944,0.2636492,0.30518264,0.6924014,0.7075718,0.7076109,0.27139685,0.7243705,0.29998478,0.70185006,0.7041675,0.27827957,0.31555027,0.29134735,0.7280909,0.7041455,0.6826782,0.2934106,0.739932,0.28544098,0.30323648,0.2385768,0.69259197,0.73894274,0.30732626,0.75758064,0.30157632,0.69216037,0.7109282,0.29753727,0.29110473,0.30378753,0.6710513,0.7102385,0.18815657,0.32731318,0.7067863,0.6923833,0.7123255,0.6704551,0.6905855,0.3111714,0.68625593,0.69592047,0.69146013,0.7276149,0.26903734,0.68758845,0.29882342,0.30547643,0
0.85473233,0.15569526,0.87358505,0.11672096,0.16194734,0.10883618,0.88914025,0.12631616,0.8117192,0.8460088,0.16145098,0.15946323,0.08597893,0.053647667,0.84104574,0.8613555,0.8470638,0.8657669,0.10815808,0.13999057,0.14290401,0.29003167,0.87489367,0.50103736,0.8248861,0.4551107,0.8498699,0.13091588,0.30040333,0.84900343,0.09552782,0.08769162,0.16452792,0.22394587,0.11895791,0.82034415,0.8928114,0.9012416,0.7991899,0.063715644,0.80791026,0.75306624,0.8712834,0.11939441,0.1637749,0.16307521,0.77609754,0.21134199,0.8604717,0.14869447,0.15448202,0.7964964,0.9029143,0.8342809,0.22207776,0.1517636,0.09276854,0.8428245,0.257371,0.8174508,0.86841184,0.6808294,0.119239576,0.25237024,0.878845,0.30663398,0.86238825,0.1204015,0.17413795,0.850868,0.8355267,0.869266,0.058115862,0.17045888,0.53925264,0.9372882,0.16430454,0.1190412,0.17500666,0.05373776,0.113513604,0.89052147,0.10695203,0.1314483,0.11799548,0.21881014,0.7722622,0.1047038,0.85642064,0.8733346,-1
0.642473,0.365359,0.65686655,0.3361479,0.3700596,0.33020648,0.6682861,0.3431928,0.6101171,0.6357044,0.36965546,0.36819807,0.3130182,0.2886461,0.6321481,0.6472505,0.6366853,0.65073484,0.32968426,0.35352173,0.3557447,0.46635243,0.6576264,0.37662214,0.61994696,0.59038615,0.63880605,0.34682977,0.47396713,0.6383178,0.32017663,0.3143225,0.3721164,0.41619092,0.3378957,0.616547,0.6711572,0.67739,0.60064566,0.29610246,0.60732913,0.5661757,0.65507674,0.33809635,0.37139353,0.3708805,0.58348894,0.40719593,0.6465978,0.3599428,0.3643153,0.59868634,0.67867374,0.62707883,0.4152889,0.36258283,0.31797618,0.63324,0.44164276,0.6144209,0.6526544,0.5119723,0.33807355,0.4380585,0.6606462,0.47880006,0.6482975,0.33867514,0.37908122,0.6396351,0.6277977,0.6533915,0.29208857,0.37647983,0.40527207,0.7044515,0.37153605,0.33788028,0.38005623,0.28917778,0.33377072,0.66932,0.3283522,0.3470346,0.33694562,0.41297314,0.5802449,0.32716382,0.6436233,0.65652883,4
0.5682594,0.43853593,0.5811908,0.41284642,0.44271827,0.4075945,0.5911991,0.4188223,0.5396203,0.5623039,0.44241264,0.44112003,0.39229757,0.37041795,0.559186,0.5723649,0.5632124,0.57557905,0.4069875,0.42806256,0.43008828,0.52798694,0.5817254,0.33330116,0.5483177,0.63761723,0.56503814,0.42228073,0.5344796,0.5646893,0.3986045,0.39341092,0.4447222,0.48321813,0.41435352,0.54528594,0.5938162,0.599242,0.53139126,0.37719643,0.5371916,0.5010248,0.57965595,0.41450438,0.44389656,0.44357958,0.51610994,0.47557384,0.5718516,0.43365222,0.4376198,0.52963686,0.60039735,0.55466217,0.48267376,0.43624634,0.39660305,0.5599242,0.5059325,0.5434338,0.57733244,0.45303464,0.4145095,0.5029986,0.58445764,0.5388498,0.5735272,0.41491273,0.45068586,0.5658677,0.55513227,0.5780128,0.3737982,0.44844455,0.35843658,0.6231894,0.4437725,0.4143237,0.4516859,0.371413,0.41072133,0.5921211,0.4054107,0.42222387,0.41336235,0.4808843,0.5131632,0.404867,0.5692613,0.5808537,2
0.12824905,0.8730686,0.1317454,0.86754656,0.8740382,0.86629796,0.13353485,0.8682864,0.12184769,0.12683463,0.87397236,0.8738259,0.86279076,0.8572389,0.12638158,0.1286608,0.12723279,0.12992048,0.8659785,0.87061995,0.87120676,0.89347243,0.13141465,0.0756371,0.123538435,0.91794634,0.12753946,0.86970806,0.8940058,0.12772107,0.8641956,0.86291975,0.87502736,0.88220376,0.8680453,0.1229102,0.13452244,0.13545614,0.11999172,0.85876167,0.1213786,0.11396748,0.13148266,0.86771256,0.8742688,0.8745432,0.11674434,0.8813596,0.12874025,0.8715867,0.87261283,0.11985296,0.1357283,0.12526959,0.8827999,0.8730699,0.8633399,0.1257518,0.88786197,0.122592986,0.13029248,0.10310143,0.8678744,0.8879161,0.13218117,0.89538145,0.1297974,0.86738646,0.8757546,0.12810409,0.12462908,0.13057858,0.8585535,0.875284,0.08085218,0.14102125,0.8732219,0.8677607,0.87631184,0.8591367,0.86717004,0.13376701,0.8642306,0.86902577,0.8671111,0.8833432,0.11559665,0.86572546,0.12833995,0.1315757,-1
0.69253325,0.31597534,0.70794725,0.28444153,0.32102925,0.27799037,0.72030747,0.29215735,0.6576617,0.68517596,0.32057795,0.3190173,0.25953984,0.23346707,0.68136084,0.69771385,0.6862391,0.70142376,0.27753705,0.30321616,0.30557856,0.42478216,0.7088188,0.40589228,0.66823965,0.5585122,0.68856746,0.29594475,0.43308768,0.687992,0.2672706,0.26095954,0.32316694,0.37090334,0.28633702,0.6646059,0.7233621,0.73011726,0.6473608,0.24135995,0.6546113,0.61019284,0.70599836,0.2865476,0.32245362,0.32185432,0.6289254,0.36104822,0.69695467,0.3101575,0.31484413,0.645321,0.7314777,0.67592704,0.36978254,0.31292537,0.26490477,0.68262553,0.39823705,0.66230655,0.70346296,0.55179733,0.28653434,0.39426452,0.71205455,0.43823877,0.69876724,0.28721738,0.33075082,0.68942285,0.6767348,0.7042432,0.2369824,0.3279466,0.43686074,0.75928164,0.32273203,0.28632578,0.33176985,0.23377292,0.28186774,0.7214087,0.27627528,0.29628137,0.28537455,0.36716214,0.6255168,0.27477652,0.69376767,0.7076038,5
0.78729177,0.22228117,0.8047447,0.18643372,0.22805338,0.17915615,0.8189788,0.19519733,0.7476697,0.77919763,0.2275999,0.22577712,0.15810718,0.12826666,0.7747017,0.7933216,0.7802448,0.79743844,0.17851341,0.20781627,0.2105138,0.34606096,0.8058792,0.46152526,0.75977886,0.49809995,0.7828218,0.19950734,0.35548922,0.78206354,0.16688144,0.15966786,0.23048967,0.2850169,0.18851465,0.7555866,0.82241315,0.8301375,0.7361239,0.13752082,0.74418634,0.6937554,0.80260384,0.18886761,0.22973846,0.22911866,0.71486235,0.27354416,0.7925392,0.21580358,0.22114535,0.7336886,0.8316915,0.7684536,0.2834224,0.2187371,0.16430353,0.77623314,0.31590125,0.7529381,0.7998778,0.62722534,0.18875286,0.3113933,0.8095267,0.3612974,0.79437006,0.1897456,0.23926623,0.7837691,0.7695018,0.80068886,0.13244267,0.23589563,0.49667627,0.8633498,0.23012668,0.18855853,0.24013208,0.12858991,0.18348128,0.82025397,0.17725459,0.1999293,0.1875364,0.28051338,0.7112694,0.17535342,0.78880745,0.8044665,8
0.75054914,0.25859374,0.76721823,0.22444922,0.26409695,0.21748717,0.7807456,0.23277062,0.71275437,0.7427267,0.26364803,0.26191995,0.19742107,0.16900171,0.7384945,0.7562355,0.7437901,0.7602129,0.2169038,0.24479291,0.24737036,0.3765843,0.76823854,0.43999168,0.72427905,0.5215111,0.7462748,0.23690522,0.3855844,0.74559486,0.20579559,0.19893734,0.2664188,0.31824636,0.22643693,0.7203026,0.7840266,0.79136175,0.7017286,0.17776835,0.70943516,0.66135156,0.7651773,0.22674228,0.26566392,0.26506376,0.6815329,0.30746529,0.7554468,0.2523435,0.25746858,0.69942796,0.7928388,0.73257035,0.31690368,0.255261,0.20330258,0.7399013,0.34781373,0.7178016,0.76249903,0.5979795,0.22667682,0.34352195,0.7717493,0.39113298,0.7573157,0.22752656,0.27470535,0.7471949,0.7335214,0.7633059,0.1729781,0.27160335,0.4734777,0.82298315,0.26599735,0.22646871,0.27568993,0.1693291,0.22162127,0.7819463,0.21559605,0.2372585,0.22546089,0.31409103,0.67800593,0.21392691,0.7519505,0.7669202,7
0.55682373,0.45089406,0.56943905,0.42523858,0.45464352,0.41993672,0.5783357,0.43187767,0.52864045,0.5492033,0.45388085,0.45286715,0.40545583,0.38611174,0.54689175,0.5604801,0.5509499,0.5638208,0.42039603,0.4403088,0.4420737,0.5374228,0.5693847,0.32533735,0.5367421,0.64506465,0.55336976,0.4345646,0.5453743,0.5536988,0.41174173,0.4071958,0.45611864,0.49350303,0.4270922,0.5343174,0.5806692,0.5860424,0.5192265,0.39086437,0.52625376,0.48917523,0.56719834,0.42688054,0.45533508,0.45412204,0.50674474,0.48715642,0.5591269,0.44539863,0.44906956,0.5178292,0.5871202,0.5431342,0.49489415,0.44854653,0.4094205,0.5479473,0.5165594,0.5324729,0.5644957,0.443224,0.42741743,0.5126871,0.57215035,0.5495037,0.56178474,0.42690104,0.4612759,0.55383503,0.5436652,0.56569695,0.38756633,0.46054995,0.35097343,0.6089069,0.45584184,0.4270362,0.46440727,0.38525414,0.42337322,0.57902277,0.41917896,0.43492854,0.42612427,0.49130356,0.5017664,0.41829985,0.557317,0.5684129,2
0.88985014,0.12101742,0.90939987,0.08041628,0.12753274,0.0721626,0.92564565,0.09049542,0.8450976,0.8807849,0.12702376,0.1249603,0.048447303,0.014894098,0.8756353,0.8967854,0.8818724,0.9013228,0.0715207,0.10468296,0.10769422,0.26088005,0.9108356,0.5215889,0.8587909,0.4327708,0.8847933,0.09518373,0.27164477,0.8838129,0.058380872,0.050195232,0.13018337,0.19228289,0.08276323,0.85406554,0.92946386,0.9382704,0.8319958,0.025286585,0.84109026,0.7840456,0.9069872,0.08320266,0.12946402,0.12873352,0.8078977,0.1789279,0.8958794,0.11380151,0.11978994,0.8292836,0.939997,0.86856985,0.19007531,0.116883926,0.055522196,0.8775342,0.22692196,0.8510374,0.9040979,0.70880014,0.08303014,0.22168571,0.91490465,0.27811056,0.8977821,0.0843201,0.14030372,0.8858078,0.86986244,0.9049522,0.019419685,0.1363588,0.5614204,0.97585213,0.13008448,0.08283651,0.14103822,0.014888823,0.07706928,0.9270862,0.07042517,0.09584687,0.081789464,0.1866855,0.8041011,0.06786724,0.8916204,0.9091779,1
0.83525044,0.1749326,0.85367554,0.1368581,0.18105352,0.12911737,0.8688556,0.14624944,0.7932338,0.8266968,0.18057296,0.17863804,0.10683194,0.075283155,0.8219009,0.84170634,0.8277628,0.84601253,0.12848648,0.15959378,0.16243808,0.3062291,0.85495466,0.48960692,0.80608076,0.46755755,0.8305041,0.15072232,0.31628716,0.8296352,0.11615254,0.10847976,0.18357463,0.24167976,0.13906682,0.8016387,0.87246597,0.8806999,0.78094494,0.08504593,0.7894968,0.7359764,0.8514044,0.13945779,0.18284959,0.1821819,0.7583597,0.22930336,0.84085894,0.16811302,0.17375508,0.77839863,0.88232857,0.8152744,0.23976505,0.17110828,0.11344067,0.82360965,0.27430308,0.798814,0.8486133,0.66536975,0.13931565,0.2694453,0.85879743,0.32239467,0.84272206,0.14045453,0.19299841,0.83148515,0.81643075,0.84943783,0.07959549,0.1893509,0.52695584,0.91596156,0.18335786,0.13912427,0.1937853,0.075423464,0.13372113,0.8702082,0.12732387,0.15126939,0.13809374,0.2366268,0.75469446,0.12509364,0.8368835,0.85342306,-1
0.83777696,0.17242818,0.8562839,0.13425052,0.17855687,0.12648562,0.87149346,0.14364035,0.79562926,0.8292098,0.17808841,0.17615072,0.10412192,0.0724334,0.8243933,0.84424376,0.8302746,0.8485751,0.12583409,0.15703917,0.15988871,0.3041237,0.8575531,0.49109638,0.8085136,0.46593028,0.83302355,0.14815527,0.31419078,0.83216083,0.11346252,0.10576653,0.18112516,0.23934913,0.13645667,0.8040634,0.8751217,0.8833741,0.78331584,0.08225175,0.7918931,0.7382351,0.8540091,0.1368494,0.18036512,0.17970848,0.7606764,0.2269584,0.8434018,0.1655798,0.17124072,0.78076017,0.8850153,0.8177397,0.23744375,0.16860422,0.110740736,0.82608974,0.27208322,0.80122805,0.85118943,0.66741014,0.13671109,0.26723057,0.8614071,0.32032973,0.84528697,0.13783753,0.19054018,0.83400685,0.81889015,0.85201585,0.07680036,0.18689188,0.52855057,0.91874063,0.18085678,0.13651416,0.19135839,0.07264337,0.13110246,0.87285167,0.12462983,0.14867961,0.1354717,0.23433268,0.75697416,0.122434735,0.8394186,0.8560233,10
0.72076225,0.28795478,0.7368438,0.2552353,0.2932584,0.24852762,0.74979764,0.26315296,0.68446326,0.7132593,0.2928495,0.29119927,0.22925144,0.20186885,0.70922,0.7261741,0.7143101,0.73003143,0.24793214,0.27471805,0.27721217,0.40133762,0.73777205,0.42259717,0.69553095,0.54050285,0.71666557,0.26717922,0.40982777,0.71602774,0.23727627,0.23065948,0.29556483,0.34520087,0.25713444,0.6916975,0.75297976,0.75999975,0.6739271,0.21031272,0.6812775,0.63524395,0.73489636,0.25740826,0.29477164,0.29425582,0.6544538,0.33490247,0.7254391,0.28195035,0.28689948,0.6717507,0.7614229,0.70351076,0.34390333,0.28483218,0.23485698,0.7104856,0.3736073,0.6893108,0.7322774,0.57438457,0.25735053,0.36960304,0.7411562,0.4151973,0.7272934,0.2581259,0.30346403,0.717608,0.70432544,0.7330359,0.2057697,0.30047885,0.45468745,0.7903906,0.2950249,0.2571496,0.30440396,0.20240098,0.25250977,0.7509631,0.2465567,0.2674548,0.2561418,0.34134716,0.651119,0.24509569,0.7220954,0.736543,6
0.6487613,0.359147,0.66325706,0.329674,0.36391354,0.3236065,0.6748238,0.3368423,0.61609113,0.6418663,0.36350703,0.36204487,0.3063175,0.2818398,0.63832355,0.65357757,0.6428894,0.65707606,0.32315916,0.34721547,0.34945613,0.46114773,0.66402936,0.38030612,0.62601054,0.5864274,0.6450498,0.34043127,0.46881512,0.6445207,0.3135556,0.3076144,0.3659441,0.41058874,0.33143738,0.6225822,0.6776997,0.68400824,0.6064852,0.28924647,0.61322266,0.5717349,0.6614454,0.3316253,0.36524165,0.36474103,0.58912057,0.40139908,0.6528672,0.35369277,0.35812524,0.60461396,0.6852757,0.63322455,0.40951073,0.3563587,0.31131998,0.63943905,0.43620878,0.6204476,0.65904146,0.5170249,0.33161283,0.43257257,0.66708106,0.47366187,0.65462315,0.33222955,0.3730318,0.6459074,0.63389105,0.65975237,0.28518996,0.37040213,0.409252,0.71135265,0.36546016,0.33142185,0.37396967,0.2822604,0.3272461,0.6758649,0.32189155,0.3406967,0.33049583,0.40716028,0.58601135,0.32060474,0.6499069,0.66291916,4
0.75260144,0.25665143,0.76928836,0.22232908,0.262123,0.21534854,0.7827961,0.23076625,0.71472156,0.7447338,0.26165473,0.25994575,0.19528791,0.16693208,0.74049807,0.7583246,0.7457919,0.7622848,0.2148281,0.24278694,0.24533531,0.3748728,0.7703268,0.44107303,0.7262426,0.52021724,0.7483052,0.23483786,0.38396344,0.7476249,0.20368187,0.19681571,0.26444092,0.316524,0.22436811,0.72228914,0.78608584,0.7934687,0.70355225,0.1755903,0.71140635,0.66309136,0.76717854,0.22465153,0.26371276,0.26305234,0.6834692,0.30562076,0.75752825,0.25040364,0.2554594,0.7012812,0.7949549,0.73456466,0.31511474,0.2532526,0.20116901,0.7419684,0.34608668,0.7197544,0.76452637,0.5995689,0.22459088,0.3417113,0.7738017,0.3895247,0.7593521,0.22545153,0.27276608,0.7491863,0.73555046,0.7653406,0.17075431,0.26962313,0.4747775,0.8251855,0.26409423,0.22438282,0.27373526,0.16715457,0.21953946,0.7840017,0.21362048,0.23527414,0.22340553,0.31225097,0.67984796,0.21178292,0.7540029,0.76896554,7
0.40302023,0.6016673,0.41228613,0.5834564,0.6046257,0.5797241,0.41939896,0.5875234,0.38286337,0.39913818,0.6044452,0.60362077,0.5688954,0.55299515,0.39685062,0.40585512,0.3996063,0.4083052,0.5791859,0.59419537,0.5956652,0.6652127,0.4127064,0.23665474,0.3888444,0.74281514,0.40077808,0.5901938,0.66929954,0.4004643,0.5733692,0.5695454,0.6063402,0.6334055,0.58462155,0.38675097,0.42145362,0.42524284,0.3770115,0.55794066,0.38107896,0.35592163,0.41132134,0.58457756,0.6055492,0.60555506,0.36610138,0.6278163,0.4057126,0.5981709,0.60098195,0.37590057,0.4260346,0.39349672,0.63273287,0.60013545,0.57180136,0.3971209,0.64933616,0.3853985,0.40958035,0.32164994,0.584558,0.6475647,0.41463497,0.6725215,0.4069439,0.58484185,0.61050713,0.40150744,0.3935789,0.41004738,0.5556587,0.60854965,0.2542762,0.44248396,0.6049664,0.5844465,0.6108569,0.55440694,0.5820404,0.42008498,0.5776487,0.5899711,0.5836569,0.63207483,0.36415207,0.57768536,0.40384394,0.4122484,0
0.7833672,0.22615914,0.80075544,0.19049269,0.23189722,0.18326364,0.8148944,0.19920327,0.74393857,0.77530485,0.23144493,0.22963253,0.16230534,0.1326044,0.77083045,0.78936344,0.7763559,0.7934645,0.18261099,0.21176302,0.21445104,0.3493138,0.80186427,0.45921543,0.75599027,0.5005989,0.77891785,0.20350245,0.3587151,0.77818805,0.17103149,0.16386405,0.23433265,0.28854638,0.19255961,0.7518207,0.81830823,0.8259922,0.7324562,0.14182284,0.74048203,0.6902791,0.79861426,0.1929167,0.23357074,0.23294736,0.71132517,0.2771787,0.78857845,0.2197046,0.2250225,0.730009,0.82754505,0.7646195,0.28701594,0.22263955,0.16846791,0.7723535,0.3193016,0.7491837,0.79588777,0.6240932,0.19280413,0.31482,0.8054973,0.36450014,0.79041404,0.19377789,0.24303554,0.77986133,0.7656685,0.79670113,0.13677281,0.23971312,0.4941961,0.8590271,0.2339612,0.19260994,0.24394424,0.13293968,0.1875608,0.8161647,0.1813474,0.2039095,0.19158643,0.28410915,0.7076968,0.17947552,0.78487396,0.8004595,-1
0.79564667,0.21403502,0.8131746,0.17777683,0.219887,0.17038524,0.8276875,0.1867272,0.75562644,0.7875316,0.2194246,0.21758461,0.14916617,0.11912423,0.7829468,0.801792,0.78851724,0.80589545,0.16979583,0.19943416,0.2021581,0.33913818,0.8144053,0.4664479,0.76786613,0.49281114,0.7911127,0.19097497,0.34866464,0.7902572,0.15806706,0.15071622,0.22226426,0.2776758,0.17988154,0.7636234,0.83112377,0.83897007,0.74394125,0.12840626,0.7520373,0.70112246,0.8110493,0.18025039,0.22158736,0.22099039,0.72235507,0.26582432,0.80097055,0.20754379,0.21293339,0.74154675,0.84049886,0.7766388,0.27573517,0.2104027,0.15546381,0.78456366,0.3086968,0.76094496,0.80840445,0.6338565,0.18010345,0.30408567,0.8180801,0.35445744,0.802766,0.1812018,0.2312875,0.79209894,0.77769893,0.8091594,0.12321274,0.22776818,0.50199586,0.87258655,0.22205046,0.1799282,0.23193921,0.1192272,0.17478432,0.82898074,0.16866794,0.19149294,0.17895007,0.2727989,0.7189782,0.16657165,0.7972054,0.81296945,8
0.57738525,0.42964962,0.5903715,0.40342277,0.43387178,0.39805874,0.6005758,0.40971372,0.5483141,0.571255,0.43350273,0.432216,0.382631,0.36073092,0.5681079,0.5816127,0.5721804,0.58480215,0.39760202,0.41899908,0.421003,0.52041906,0.5910009,0.33848995,0.5571049,0.6318667,0.57408655,0.41301894,0.5271797,0.57367337,0.3890626,0.38379195,0.43576843,0.4752407,0.40501696,0.55407035,0.6031946,0.6087675,0.539768,0.36736244,0.545805,0.50889593,0.58875924,0.40514678,0.4350544,0.43462503,0.5244112,0.46723974,0.58102804,0.42473415,0.42867386,0.53806555,0.6099173,0.56355685,0.47449985,0.42721117,0.38703194,0.5690121,0.49815443,0.5521706,0.586516,0.46019515,0.40515214,0.49499846,0.59373075,0.5315519,0.58265054,0.40562254,0.44195703,0.574875,0.5641079,0.58719134,0.363817,0.43963975,0.3642089,0.63310117,0.4350965,0.4049713,0.4428899,0.3613345,0.40129682,0.601503,0.39627898,0.4131502,0.40408647,0.47248718,0.52144784,0.39535755,0.5783925,0.59005356,2
0.5798266,0.42725396,0.59281814,0.40089363,0.43149787,0.39550424,0.60311437,0.407254,0.5506346,0.57368344,0.431115,0.42982388,0.38002384,0.35807976,0.5705014,0.5840947,0.5745859,0.58728117,0.39507377,0.4165594,0.4185707,0.51839364,0.5934818,0.33992112,0.5594652,0.6303171,0.5765022,0.41053033,0.5252265,0.5760675,0.38649797,0.3811976,0.4333642,0.47309858,0.40249556,0.5564239,0.6057226,0.611336,0.5420492,0.3647219,0.5480938,0.51099986,0.5912124,0.40263617,0.43267953,0.43223482,0.5266141,0.4649989,0.58348507,0.42232397,0.42628163,0.54033244,0.61247766,0.5659416,0.47229448,0.4247787,0.38446277,0.5714472,0.49606317,0.5545101,0.5889924,0.46209607,0.4026332,0.49285045,0.59622514,0.5295834,0.58510226,0.40313253,0.4396206,0.5772929,0.5665219,0.58966506,0.36112982,0.43728042,0.36576146,0.6357741,0.43275273,0.4024555,0.44051647,0.3585627,0.39875853,0.6040418,0.39379925,0.41069618,0.40159076,0.47022817,0.52368224,0.39281172,0.5808497,0.59253037,2
0.7454492,0.26361424,0.7619745,0.2296927,0.2690909,0.22276628,0.7754616,0.23799351,0.70792943,0.7377524,0.26865476,0.26694044,0.2028591,0.17466292,0.73351616,0.7511291,0.73875546,0.75504255,0.22219375,0.2499226,0.25248727,0.38082665,0.76302373,0.43702352,0.7193848,0.52478665,0.7411997,0.24205619,0.38971967,0.7404806,0.21118692,0.20432767,0.2713772,0.32301828,0.23166615,0.71541876,0.7787085,0.7860179,0.69698626,0.18335146,0.70460373,0.6569069,0.7599613,0.23198219,0.2706615,0.27010292,0.6768485,0.31215343,0.7503472,0.25745812,0.26253513,0.69473684,0.7874671,0.72762215,0.3214554,0.26028717,0.20871207,0.7349429,0.352247,0.7129299,0.7573666,0.5939367,0.23188524,0.3479884,0.7664964,0.3952021,0.75215423,0.23279446,0.27969164,0.7421449,0.7285507,0.7581155,0.17856187,0.27651632,0.47029525,0.81747264,0.27102172,0.2316992,0.28050426,0.17493391,0.22688968,0.77666885,0.22096601,0.24244854,0.23072381,0.31872734,0.67350465,0.21921693,0.74686563,0.7617081,7
0.6261729,0.38134956,0.6402957,0.35297942,0.38595396,0.3471874,0.65142167,0.35972822,0.5946319,0.6196514,0.3856123,0.3841865,0.3303812,0.30643815,0.616166,0.6308053,0.6206076,0.63423395,0.34658003,0.36983648,0.37203646,0.4798853,0.64099216,0.3671823,0.6042396,0.60076135,0.6226212,0.36336237,0.48716614,0.6221632,0.3373284,0.33159468,0.3880763,0.43087584,0.3546287,0.6009026,0.6542358,0.66028786,0.5855322,0.31385097,0.5919117,0.5519681,0.6385823,0.35484898,0.387273,0.3868654,0.56864554,0.42217237,0.63020754,0.37607765,0.3804056,0.5835889,0.6615519,0.6111901,0.42999247,0.37872776,0.33519167,0.61715126,0.45568943,0.5988338,0.6361892,0.49909434,0.3548094,0.45234314,0.6439568,0.49190915,0.6319042,0.3553941,0.39478654,0.6234858,0.61182404,0.63688403,0.30998373,0.39225423,0.39499283,0.6866865,0.38735723,0.3546322,0.39574122,0.30720934,0.3506355,0.65244526,0.34516853,0.36346978,0.3536743,0.4278874,0.5655706,0.3441704,0.62731874,0.6399674,4
0.6243042,0.3831987,0.6383951,0.35489324,0.38777637,0.34914422,0.6494779,0.36160287,0.5928669,0.6178378,0.3874414,0.3860124,0.33236477,0.3084468,0.61434287,0.62893856,0.61876357,0.6323528,0.34850705,0.3717117,0.3738987,0.48142174,0.63910127,0.366074,0.6024442,0.60192823,0.6207763,0.3652617,0.4886945,0.6203196,0.3392908,0.33358538,0.38989723,0.4325568,0.35654145,0.5991117,0.6522956,0.6583259,0.58378524,0.31588462,0.59017897,0.5503279,0.6366858,0.35676724,0.3891038,0.3886947,0.5669809,0.42388737,0.62837285,0.37794638,0.3822425,0.58182675,0.6595954,0.60936844,0.43169641,0.38056183,0.33717215,0.6153325,0.4573167,0.59704596,0.63429695,0.49758554,0.35671875,0.45396957,0.6420462,0.4934409,0.6300202,0.35731548,0.39659482,0.6216119,0.61003363,0.6349942,0.31202424,0.3940465,0.39381325,0.6846473,0.38916567,0.35654354,0.39753947,0.30925408,0.3525683,0.65050113,0.3470937,0.3653565,0.35558873,0.42961037,0.56386113,0.34609765,0.62546104,0.6380613,4
0.74168736,0.2673114,0.758264,0.23361021,0.27273196,0.22674912,0.77154994,0.24174368,0.7043298,0.7339774,0.27232105,0.2706146,0.20687751,0.17867076,0.72979325,0.7472782,0.7350405,0.75124276,0.22610182,0.25366634,0.2562224,0.38392606,0.75920695,0.4348142,0.7157255,0.52712905,0.7374788,0.24591793,0.3927645,0.7368618,0.21512559,0.2083586,0.2751301,0.32615715,0.23555319,0.7117932,0.77481407,0.78204113,0.6934807,0.18741357,0.701088,0.6536116,0.7562281,0.23586163,0.2742989,0.2737381,0.67354184,0.3156254,0.7465305,0.261116,0.26619115,0.69117326,0.78352594,0.7239202,0.32493985,0.26406628,0.21265714,0.73112696,0.35543635,0.7093164,0.75352025,0.590977,0.23580097,0.35127506,0.76267934,0.3982964,0.748412,0.23659755,0.2832127,0.73839605,0.72483075,0.7543281,0.18272284,0.28018606,0.46787667,0.8132837,0.27457345,0.23559256,0.2842776,0.17920777,0.23082168,0.77274585,0.22470036,0.24619108,0.23455487,0.32224873,0.6699576,0.22318478,0.7430772,0.7579176,7
0.63579655,0.37225568,0.65013564,0.3432504,0.37677917,0.33733663,0.661074,0.3503545,0.6037257,0.6285164,0.3762614,0.37490278,0.32043275,0.29684365,0.6252414,0.640355,0.62978685,0.64393556,0.337088,0.36041468,0.36256704,0.47184747,0.6506147,0.37236106,0.6133122,0.594628,0.6320824,0.35384506,0.47988018,0.63189524,0.32753146,0.32194102,0.3787731,0.42200685,0.34506702,0.61014247,0.66385376,0.6700064,0.5939696,0.303717,0.60098046,0.5597713,0.6481248,0.34515423,0.3779396,0.3771889,0.5778368,0.41367728,0.63943976,0.36658818,0.37090683,0.5920906,0.6712736,0.6204427,0.4219523,0.3695447,0.3252179,0.6263437,0.44757813,0.6080184,0.6454911,0.50646615,0.34532732,0.44378573,0.6536686,0.4846415,0.64157057,0.34555197,0.38528794,0.6328039,0.6211318,0.6464324,0.29981956,0.38329268,0.40096122,0.6965729,0.3781963,0.34506184,0.38713682,0.29698288,0.34096035,0.6620209,0.3357004,0.35406446,0.34407872,0.41911328,0.57381266,0.33465737,0.63678694,0.6495399,4
