feat0,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,feat71,feat72,feat73,feat74,feat75,feat76,feat77,feat78,feat79,feat80,feat81,feat82,feat83,feat84,feat85,feat86,feat87,feat88,feat89,feat90,feat91,feat92,feat93,feat94,feat95,feat96,feat97,feat98,feat99,cluster
0.96061295,0.8608734,0.06794518,0.04351279,0.91316557,0.03940223,0.90093493,0.102517225,0.22222501,0.8663503,0.28753093,0.90645546,0.8355081,0.039390296,0.22478838,0.84574294,0.85668594,0.2363416,0.13635945,0.042332724,0.039394572,0.89406496,0.8287852,0.17849071,0.19151005,0.96060383,0.92983603,0.124430776,0.13536549,0.84091246,0.13057128,0.14491835,0.8570942,0.96061885,0.20378296,0.9149697,0.11022442,0.9039461,0.09642479,0.18540698,0.9606004,0.13864177,0.7285986,0.20173147,0.9381498,0.79403293,0.22007735,0.039385244,0.8154176,0.9545343,0.106658705,0.96059936,0.10539919,0.88178104,0.17030555,0.855288,0.2633769,0.8585223,0.96062094,0.803983,0.87749755,0.87074816,0.8567528,0.11792878,0.17446128,0.8628969,0.13880281,0.20843056,0.9562261,0.91048527,0.9529746,0.8614107,0.17975718,0.16493076,0.21353523,0.17397611,0.24151406,0.17912246,0.73480284,0.96060467,0.12259403,0.12524992,0.17514999,0.95728624,0.19926076,0.041304395,0.05175823,0.9558872,0.8572023,0.9313593,0.10606564,0.1537139,0.9398811,0.14070758,0.8300286,0.9606053,0.9606133,0.7795367,0.042366505,0.8392525,7
0.9316703,0.835055,0.095764995,0.07220145,0.88577914,0.06817832,0.87401575,0.12938067,0.24539663,0.8402661,0.30890936,0.8791318,0.8103949,0.06827021,0.24797106,0.82026154,0.83098525,0.25926483,0.1620806,0.071063705,0.068237305,0.8672289,0.80405015,0.20301886,0.21558896,0.93174595,0.9020151,0.15067156,0.1613655,0.81562716,0.15666728,0.17056403,0.8313556,0.9318497,0.22760326,0.88763404,0.13697565,0.8767706,0.12340927,0.20975783,0.93173754,0.1645226,0.70659906,0.22555523,0.91007876,0.7702855,0.2434389,0.068174966,0.7909394,0.9259046,0.13337009,0.9316774,0.13230357,0.85528606,0.19511,0.8295816,0.28552267,0.8329095,0.93186307,0.7796938,0.85123974,0.8445779,0.83110255,0.14441201,0.19921896,0.8369584,0.16463786,0.23210113,0.92753595,0.88320607,0.92442656,0.83550113,0.20434743,0.18990293,0.23701985,0.19875449,0.26448113,0.20374247,0.71274227,0.9316997,0.14879552,0.15151481,0.19997361,0.92855126,0.22334187,0.06999026,0.080211006,0.9272693,0.8314977,0.9034384,0.13279131,0.17897382,0.9117181,0.16646959,0.8051334,0.93174154,0.9318512,0.7561405,0.07116449,0.81403655,6
0.9536466,0.93198997,0.015254468,0.006617017,0.9707473,0.013665289,0.96166575,0.040882878,0.12962279,0.9360609,0.17803921,0.9657846,0.91318864,0.030746982,0.13153389,0.92077404,0.92887664,0.14008899,0.06597996,0.008606851,0.013829179,0.95658374,0.908195,0.09720863,0.10683441,0.9822343,0.9831094,0.057128146,0.065222405,0.9171897,0.061680146,0.07230597,0.92919743,0.9678436,0.11593762,0.9720797,0.046576,0.9639322,0.036367998,0.10232474,0.9591974,0.06765812,0.8339358,0.11444023,0.98926777,0.8824451,0.12800379,0.021931112,0.89828515,0.9967206,0.04394339,0.97932225,0.043005064,0.94748497,0.091130204,0.9278586,0.16010652,0.9302341,0.97561944,0.88981795,0.9442971,0.93930745,0.92892563,0.052300304,0.09421085,0.93349725,0.06776419,0.11940106,0.9938397,0.9687608,0.9994426,0.9324005,0.09814091,0.08714652,0.12317148,0.09383489,0.14390342,0.097681224,0.8385354,0.98428595,0.055761725,0.05773215,0.09473398,0.992016,0.11257513,0.0103930235,0.003221646,0.9944188,0.9292651,0.9842363,0.04350409,0.07883828,0.99055654,0.0691899,0.90911967,0.97752225,0.9819074,0.87168664,0.008584708,0.9159558,1
0.9690929,0.8684854,0.059695154,0.035057288,0.92124003,0.030923262,0.90890384,0.09457691,0.21533751,0.8740072,0.28123388,0.9144705,0.8428914,0.03090477,0.21793705,0.8532195,0.8642572,0.22959259,0.12871578,0.033869624,0.030905321,0.90197223,0.8361235,0.17121992,0.18435107,0.96909183,0.9380656,0.116691664,0.12771894,0.8483495,0.12287572,0.13734895,0.86466694,0.9691078,0.19673322,0.9230629,0.10235825,0.911941,0.088432305,0.17819768,0.9690871,0.13102673,0.73502964,0.19466527,0.94644535,0.8010612,0.21318467,0.030892476,0.8226245,0.9629693,0.09875871,0.96908075,0.09749009,0.8895823,0.16297157,0.86284506,0.25687912,0.8661171,0.9691081,0.81109077,0.8852636,0.87845296,0.86433285,0.11012381,0.16715577,0.8705262,0.13118707,0.20142981,0.96467465,0.9185409,0.9614032,0.86902386,0.17250215,0.15754405,0.20658426,0.1666715,0.23480514,0.17185953,0.7412924,0.96908987,0.114829965,0.11751579,0.1678601,0.9657464,0.19218238,0.03282605,0.04337991,0.9643304,0.86478716,0.9395969,0.09814547,0.14622411,0.94819546,0.13311157,0.837377,0.9690926,0.9691057,0.786435,0.03390196,0.8466746,-1
0.5985294,0.5363753,0.41917545,0.4039812,0.56902003,0.40170294,0.56132233,0.44075298,0.51532483,0.5398203,0.556019,0.5648713,0.5205801,0.40148452,0.51701677,0.5269551,0.53379595,0.5241653,0.46184453,0.4032361,0.40138847,0.5571057,0.51640207,0.4880688,0.49617147,0.5985496,0.5794287,0.45435983,0.46119392,0.52400947,0.45825395,0.46718043,0.5340459,0.59844375,0.5038347,0.5701177,0.4455755,0.5632479,0.43699202,0.4923849,0.5985716,0.4632715,0.45401862,0.5026362,0.5845508,0.4948199,0.51398575,0.40140855,0.508132,0.5947622,0.4433961,0.59854203,0.44254863,0.54940134,0.48302728,0.5328501,0.54105943,0.5349633,0.59848285,0.5009226,0.54687846,0.54257953,0.5339635,0.45037806,0.48560625,0.5376713,0.4633687,0.50677854,0.5958297,0.56733954,0.59386474,0.53679144,0.48895508,0.47971472,0.5100143,0.48522955,0.52736175,0.48851973,0.45774743,0.5985717,0.45328838,0.45493537,0.48610497,0.5964941,0.50101054,0.40261757,0.40910453,0.5956025,0.53413165,0.5803507,0.44291452,0.47266012,0.58567286,0.46456873,0.5172592,0.59853864,0.5985448,0.48574212,0.40327626,0.5229864,0
0.91392773,0.81908286,0.113139555,0.08991883,0.8688445,0.08605443,0.857255,0.1460524,0.25991443,0.8242566,0.32209313,0.86239743,0.79494023,0.08603881,0.26238838,0.8046271,0.8150688,0.27338728,0.17819163,0.0888127,0.086013354,0.85064226,0.7886168,0.21832706,0.23063692,0.91397744,0.8847349,0.16690405,0.17737171,0.80008584,0.17279463,0.18642382,0.8154724,0.91402495,0.2423899,0.87060565,0.15343648,0.8600511,0.1402318,0.22493112,0.91398865,0.1804646,0.6931621,0.24041946,0.89265126,0.75554454,0.25791645,0.08599481,0.77583677,0.9082105,0.14997871,0.9139524,0.14886722,0.83896697,0.21052857,0.813745,0.29914322,0.8169153,0.91402197,0.7648078,0.8349386,0.82843125,0.81519294,0.16076435,0.21454571,0.8209804,0.18058725,0.24682121,0.90981764,0.86628515,0.9067285,0.8195694,0.21956128,0.20543638,0.25165045,0.21406049,0.2784416,0.21898775,0.6991248,0.9139536,0.16511555,0.16774361,0.2152669,0.9108355,0.2381644,0.0877831,0.09777467,0.90952003,0.8155889,0.8861342,0.14941034,0.19474815,0.8942802,0.18241717,0.78971785,0.9139738,0.91403383,0.74166536,0.08886354,0.7984957,5
0.6645026,0.5954735,0.35519147,0.33836251,0.6317197,0.33577067,0.6231525,0.37918645,0.46201324,0.5993254,0.5070874,0.62710303,0.57793146,0.33554086,0.46380103,0.5850494,0.5926,0.4717414,0.4026336,0.3375142,0.33546847,0.6185239,0.57322466,0.4317344,0.44076604,0.66450614,0.643239,0.39429516,0.40179843,0.58173746,0.39854383,0.40848392,0.59287167,0.66436887,0.449197,0.6328738,0.3844797,0.62532985,0.37499678,0.43646514,0.66450924,0.40411717,0.5040588,0.447819,0.64891285,0.5492998,0.46051317,0.33548537,0.5641048,0.6602987,0.38210672,0.6644953,0.38110107,0.6099612,0.42612028,0.5916292,0.49051887,0.59384495,0.6644262,0.5562295,0.60710734,0.6023874,0.5927441,0.38979328,0.42887402,0.5969518,0.40424377,0.45249844,0.6614458,0.6298532,0.65923697,0.5959078,0.4326524,0.42238763,0.456079,0.42855215,0.47520235,0.43216535,0.50818634,0.6645236,0.39308777,0.39486635,0.4294625,0.66219276,0.446037,0.33684623,0.34406385,0.6611833,0.592994,0.64427555,0.38157332,0.41462436,0.6501761,0.40558898,0.5742328,0.66449237,0.66445005,0.53925484,0.33753693,0.5805793,3
0.93749493,0.84021884,0.090280816,0.066454224,0.8912569,0.06248285,0.87933433,0.12402119,0.24082553,0.84553653,0.30463192,0.8847103,0.8154392,0.06246896,0.24339813,0.8254387,0.8361261,0.25467646,0.15702659,0.065329656,0.062449254,0.87261194,0.80895835,0.19815163,0.2108406,0.9375327,0.90756744,0.14543557,0.15611427,0.82074237,0.1514033,0.16540053,0.8365152,0.93755305,0.22284332,0.89304155,0.13158476,0.88225454,0.11807895,0.20491508,0.93752635,0.15931745,0.71105784,0.22086431,0.91565883,0.77501166,0.23878919,0.06243162,0.7958419,0.93160975,0.12807193,0.93750453,0.12687317,0.86062604,0.19020022,0.83473265,0.2810935,0.8379653,0.9375478,0.7846691,0.85647553,0.8498718,0.83622175,0.13908084,0.19426182,0.8421805,0.159459,0.22739771,0.9332664,0.88866156,0.9301281,0.8407371,0.1994223,0.18495834,0.23239604,0.19378535,0.25973588,0.19879976,0.71714914,0.9375205,0.14361003,0.14624164,0.19495516,0.9343118,0.2184746,0.064285606,0.07450712,0.9329313,0.83664966,0.9090312,0.12744877,0.17397481,0.9173465,0.16132905,0.8101532,0.9375315,0.9375681,0.7608649,0.06536047,0.81912315,-1
0.98980457,0.8870307,0.039637268,0.014441371,0.94092095,0.010239497,0.9283041,0.075250946,0.19861236,0.89268625,0.26585856,0.9340193,0.860899,0.0101946,0.20124082,0.8714535,0.88270485,0.2131208,0.11013078,0.013236582,0.0101926625,0.92123765,0.8539575,0.15354122,0.16694173,0.989809,0.95809364,0.09782258,0.10907882,0.86648357,0.10414314,0.11892867,0.88313663,0.9898019,0.17958097,0.9427568,0.0831777,0.9314295,0.068977654,0.16065788,0.98980886,0.11245438,0.75073993,0.1774771,0.9666542,0.81816536,0.19639255,0.010195211,0.8402005,0.98354274,0.07951798,0.9898092,0.07820578,0.90858644,0.14509803,0.8812889,0.24099179,0.8846035,0.9898034,0.82841843,0.9041681,0.8972112,0.88278615,0.09111765,0.1493684,0.8891281,0.11261755,0.18438932,0.98528194,0.9381503,0.98192155,0.8875934,0.15482756,0.13956435,0.18964727,0.14887142,0.21844085,0.15418373,0.75712794,0.9898076,0.09593173,0.09867092,0.15009622,0.9863893,0.17492095,0.012167573,0.022938564,0.98492265,0.8832522,0.9596527,0.07889761,0.12801658,0.96844214,0.11460106,0.8552495,0.989808,0.989804,0.8032244,0.013254948,0.86475587,8
0.8596045,0.7703038,0.16598982,0.14413479,0.81710666,0.1404983,0.80613387,0.1969418,0.30406895,0.7752327,0.36247808,0.81111014,0.74762547,0.14043581,0.3063456,0.7567754,0.7665733,0.31667662,0.22724578,0.14304867,0.14043407,0.8000184,0.74155694,0.26493007,0.27660087,0.85955894,0.832002,0.21652429,0.22630619,0.7524517,0.22205043,0.2348881,0.7669382,0.859544,0.28756487,0.8187037,0.20381658,0.8088539,0.19149975,0.27111396,0.8595624,0.22924735,0.652008,0.28573108,0.83944005,0.71049595,0.3021068,0.14043269,0.72965664,0.8541308,0.20066372,0.859568,0.19949445,0.7890106,0.2576039,0.76531243,0.34085813,0.76817834,0.85956055,0.7194223,0.7851925,0.7791469,0.76664126,0.21072523,0.2613085,0.7721313,0.22940578,0.29171875,0.8556453,0.81469643,0.85273564,0.7708081,0.26607123,0.25279298,0.29629606,0.2608589,0.3212762,0.26548555,0.6574892,0.85957813,0.21492505,0.21726246,0.26192057,0.85657996,0.28348294,0.14217314,0.15150744,0.855341,0.7670224,0.8333807,0.2001292,0.24276109,0.841007,0.23109603,0.7427087,0.8595603,0.85954964,0.69751567,0.14309013,0.7509777,4
